,Unnamed: 0,locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude,prcp,srad,swe,tmax,tmin,vp
22,1424,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004714642857,ppm,29.79159509,-95.48278529,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
23,1615,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000804875,ppm,29.79454995,-95.47644749,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
24,1625,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001066216216,ppm,29.79045976,-95.48491064,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
25,1818,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000453,ppm,29.79072702,-95.48177128,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
26,1841,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001299,ppm,29.79430188,-95.48475255,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
27,1911,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00101,ppm,29.78894384,-95.47556621,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
28,1912,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00170725,ppm,29.78658146,-95.48488182,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
29,1942,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00089625,ppm,29.7880952,-95.47583843,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
30,1946,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000642,ppm,29.79164246,-95.47537069,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
31,1958,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0010875,ppm,29.78901512,-95.4849078,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
32,2008,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001300833333,ppm,29.78661078,-95.47604641,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
33,2069,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007283333333,ppm,29.78634858,-95.48057645,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
34,2093,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001332932692,ppm,29.79430146,-95.48493253,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
35,2240,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005534375,ppm,29.78814573,-95.48181835,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
36,2319,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0003883333333,ppm,29.7928572,-95.47945103,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
37,2321,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004480952381,ppm,29.79158479,-95.48123442,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
38,2377,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004953333333,ppm,29.78980543,-95.48005369,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
39,2383,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005212708333,ppm,29.78813928,-95.48026751,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
40,2700,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001005,ppm,29.7863541,-95.4836781,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
41,2798,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000485,ppm,29.79136716,-95.47993692,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
42,3075,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000496875,ppm,29.79072273,-95.48125434,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
43,3096,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0006287179487,ppm,29.78657266,-95.479803,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
44,3194,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00072925,ppm,29.79455286,-95.47692501,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
45,3230,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005305,ppm,29.78814143,-95.48078445,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
46,3318,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001140833333,ppm,29.79327175,-95.47563219,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
47,3462,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0006525,ppm,29.7880952,-95.47533435,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
48,3493,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001001724138,ppm,29.79487718,-95.48470433,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
49,3575,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00063,ppm,29.78728987,-95.48368569,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
50,3594,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000665,ppm,29.79462584,-95.48163432,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
51,3616,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00058,ppm,29.79289155,-95.48344649,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
52,3630,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001161666667,ppm,29.78635501,-95.48419505,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
53,3666,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001145375,ppm,29.78878247,-95.47591703,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
54,3675,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0010545625,ppm,29.79454678,-95.47593052,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
55,3695,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001183571429,ppm,29.79141177,-95.47561145,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
56,3994,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005026315789,ppm,29.78914133,-95.48130108,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
57,4099,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005043333333,ppm,29.78748615,-95.47982041,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
58,4239,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0009125,ppm,29.79474692,-95.47567491,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
59,4323,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00049,ppm,29.78913174,-95.4803245,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
60,4334,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001136166667,ppm,29.7878698,-95.47607787,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
61,4343,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007916964286,ppm,29.79263335,-95.47524081,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
62,4450,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00127,ppm,29.78801166,-95.48490486,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
63,4559,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005129166667,ppm,29.78792372,-95.4799317,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
64,4604,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001252,ppm,29.7925667,-95.48492403,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
65,4623,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005178174603,ppm,29.7888579,-95.4800713,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
66,4669,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004541666667,ppm,29.79287756,-95.48063731,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
67,4744,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0006739440994,ppm,29.79479965,-95.4785913,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
68,4819,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00114,ppm,29.793477,-95.47602758,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
69,4824,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007733333333,ppm,29.7946482,-95.48318507,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
70,4874,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001079166667,ppm,29.79140516,-95.48491408,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
71,4878,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00042,ppm,29.79388055,-95.47873754,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
72,4879,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005454166667,ppm,29.78814358,-95.4813014,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
73,4949,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00067,ppm,29.7946333,-95.48215124,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
74,4994,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007093,ppm,29.78634951,-95.48109339,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
75,5039,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004925,ppm,29.79159852,-95.48330225,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
76,5084,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000555,ppm,29.79287847,-95.48234351,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
77,5131,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005208333333,ppm,29.78725628,-95.48058443,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
78,5201,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00103875,ppm,29.79190575,-95.47561821,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
79,5304,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007023333333,ppm,29.79456778,-95.47812449,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
80,5390,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00111,ppm,29.79097566,-95.48491208,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
81,5419,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00045,ppm,29.79073084,-95.48228823,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
82,5430,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000752,ppm,29.79455778,-95.47740249,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
83,5569,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000613,ppm,29.78728166,-95.48316883,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
84,5590,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00111,ppm,29.7919107,-95.48491853,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
85,5643,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00073625,ppm,29.78726768,-95.47519297,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
86,5700,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005677777778,ppm,29.7860107,-95.47978792,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
87,5755,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001355,ppm,29.78753466,-95.4849043,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
88,5913,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001029375,ppm,29.79477388,-95.484227,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
89,5985,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001665833333,ppm,29.78557893,-95.48483667,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
90,6052,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005991111111,ppm,29.78726524,-95.4821351,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
91,6193,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000457109375,ppm,29.79316119,-95.48054273,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
92,6323,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0009278888889,ppm,29.78635227,-95.48264422,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
93,6454,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0009778769841,ppm,29.7945367,-95.47527343,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
94,6465,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007927142857,ppm,29.78635135,-95.48212728,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
95,6559,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0009930555556,ppm,29.78953071,-95.47565577,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
96,6636,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00100225,ppm,29.79379584,-95.47564558,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
97,6708,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0009878125,ppm,29.78635319,-95.48316116,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
98,6787,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00092225,ppm,29.79467289,-95.4837272,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
99,6924,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005628571429,ppm,29.78814788,-95.4823353,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
100,6981,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001,ppm,29.78642666,-95.47568568,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
101,7188,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005715625,ppm,29.79417916,-95.47714222,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
102,7204,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.001205714286,ppm,29.79431984,-95.47566408,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
103,7212,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004541666667,ppm,29.79158136,-95.48071747,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
104,7371,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.00048625,ppm,29.79073466,-95.48280518,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
105,7549,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005097863248,ppm,29.78726023,-95.4800675,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
106,7550,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000503125,ppm,29.7907423,-95.48383907,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
107,7582,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0005741041667,ppm,29.78815216,-95.48336919,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
108,7618,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000656,ppm,29.79461093,-95.48060049,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
109,7643,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0006166666667,ppm,29.78703015,-95.479807,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
110,7687,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004832060185,ppm,29.79037033,-95.48001886,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
111,7736,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.000545,ppm,29.78725703,-95.48161824,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
112,7753,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0006525,ppm,29.79074611,-95.48435602,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
113,7801,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0004964285714,ppm,29.79073848,-95.48332213,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
114,7807,61509,,Houston,US,2018-03-31T06:00:00+00:00,2018-03-31T01:00:00-05:00,no2,0.0007515625,ppm,29.78644124,-95.47507095,6.013941605839415,324.28083941605837,0.0,26.028284671532848,15.117481751824819,1923.6209854014598
